File Name,Genre,Title,Artist,GT Key,Key Name
classical.00027.wav,classical,"Symphony No. 41 in C Major, K. 551 - ""Jupiter"": II. Andante cantabile",Academy of St Martin in the Fields & Sir Neville Marriner,3,C
classical.00028.wav,classical,"Symphony No. 41 in C, K. 551 - ""Jupiter"": 3. Menuetto (Allegretto)",Sir Neville Marriner & Academy of St Martin in the Fields,3,C
classical.00029.wav,classical,"Symphony No. 41 in C Major, K. 551 - ""Jupiter"": IV. Molto allegro",Academy of St Martin in the Fields & Sir Neville Marriner,3,C
classical.00030.wav,classical,"Quartet In G Minor for Strings, Op. 10/I. Animé et très décidé","Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",22,Gm
classical.00031.wav,classical,"String Quartet in G Minor, Op. 10, L. 85: II. Assez vif et bien rythmé",Juilliard String Quartet,22,Gm
classical.00032.wav,classical,"Quartet In G Minor for Strings, Op. 10/III. Andantino, Doucement Expressif","Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",22,Gm
classical.00033.wav,classical,"Quartet In G Minor for Strings, Op. 10/IV. Très Modéré- Très Mouvement Et Avec Passion- Très Animé- Très Vivè","Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",22,Gm
classical.00034.wav,classical,Quartet In F Major for Strings/I. Allegro Moderato. Très Doux,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",8,F
classical.00035.wav,classical,Quartet In F Major for Strings/II. Assez Vif - Très Rythme,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",8,F
classical.00036.wav,classical,Quartet In F Major for Strings/III. Très Lent,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",8,F
classical.00037.wav,classical,Quartet In F Major for Strings/IV. Vif Et Agitè,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",8,F
classical.00038.wav,classical,Ainsi la Nuit for String Quartet/I. Nocturne,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",-1,unknown/modulation
classical.00039.wav,classical,Ainsi la Nuit for String Quartet/II. Miroir D'espace,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",-1,unknown/modulation
classical.00040.wav,classical,Ainsi la Nuit for String Quartet/IV. Litanies 2,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",-1,unknown/modulation
classical.00041.wav,classical,Ainsi la Nuit for String Quartet/VII. Temps Suspendu,"Juilliard String Quartet, Robert Mann, Joel Smirnoff, Samuel Rhodes & Joel Krosnick",-1,unknown/modulation
classical.00042.wav,classical,Sonata in the 9th Tone for 8 parts,E. Power Biggs & Vittorio Negri,-1,unknown/modulation
classical.00043.wav,classical,"Konzert Fur Waldhorn Mit Orchester - Oder Klavierbegleitung, Op. 11 (Trenner-Verz. 117): I. Allegro",Johannes Ritzkowsky & Wolfgang Swallisch,-1,unknown/modulation
classical.00044.wav,classical,Rhapsody in Blue (Live),Leonard Bernstein & Los Angeles Philharmonic,-1,unknown/modulation
classical.00045.wav,classical,"Fuge Fur Klavier, AV 81/177","Gitti Pirner, Johannes Ritzkowsky & Wolfgang Swallisch",20,Fm
classical.00046.wav,classical,"Violin Concerto No. 1, Op. 35","Kazimierz Kord, Warsaw Philharmonic Orchestra, Warsaw National Philharmonic Orchestra & Kaja Danczowska",-1,unknown/modulation
classical.00047.wav,classical,On the Town: Three Dance Episodes: 2. Lonely Town: Pas de Deux (Andante Sostenuto),Leonard Bernstein & Israel Philharmonic Orchestra,-1,unknown/modulation
classical.00048.wav,classical,Rhapsody In Blue,Andre Previn & London Symphony Orchestra,-1,unknown/modulation
classical.00049.wav,classical,"Symphony No. 1 in C, Op. 21: IV. Finale (Adagio - Allegro Molto e Vivace)",Gewandhausorchester & Kurt Masur,3,C
classical.00050.wav,classical,"Adagio for Strings, Op. 11",Leonard Bernstein & Los Angeles Philharmonic,18,A#m
classical.00051.wav,classical,"Symphony No. 6 in B Minor, Op. 74 'Pathetique': I. Adagio - Allegro non troppo",Chicago Symphony Orchestra & Daniel Barenboim,19,Bm
classical.00052.wav,classical,Overture Candide (Live),Los Angeles Philharmonic & Leonard Bernstein,-1,unknown/modulation
classical.00053.wav,classical,Canzoni et sonate (21): Sonata XIII a 8,Empire Brass,-1,unknown/modulation
classical.00054.wav,classical,"Rigoletto / Act 2: ""Mio padre!...Compiuto pur quanto""","Dame Joan Sutherland, Richard Bonynge, London Symphony Orchestra, Sherrill Milnes, Christian Du Plessis, John Gibbs & Riccardo Cassinelli",-1,unknown/modulation
classical.00055.wav,classical,West Side Story Symphonic Dances: II. Somewhere (Live),Los Angeles Philharmonic & Leonard Bernstein,-1,unknown/modulation
classical.00056.wav,classical,Solemn Mass for the Feast of Sancta Maria: Kyrie a 4 (Selva morale e spirituale),"Taverner Choir, Taverner Consort & Taverner Players",-1,unknown/modulation
classical.00057.wav,classical,"""West Side Story"" - Symphonic Dances: III. Scherzo",Los Angeles Philharmonic & Leonard Bernstein,-1,unknown/modulation
classical.00058.wav,classical,"3 Gymnopédies: No. 1, Lent et Grave - No. 3, Lent et douloureux",London Philharmonic Orchestra & Bernard Herrmann,-1,unknown/modulation
classical.00059.wav,classical,Mercure,The London Festival Players & Bernard Herrmann,-1,unknown/modulation
classical.00060.wav,classical,La belle excentrique,The London Festival Players & Bernard Herrmann,-1,unknown/modulation
classical.00061.wav,classical,Jack in the Box,Bernard Herrmann & The London Festival Players,-1,unknown/modulation
classical.00062.wav,classical,Saudades do Brasil,Bernard Herrmann & The London Festival Players,-1,unknown/modulation
classical.00063.wav,classical,"Piano Sonata No. 21 in B-Flat, D. 960: I. Molto Moderato",Alfred Brendel,1,A#
classical.00064.wav,classical,"Piano Sonata No. 21 in B-Flat, D. 960: II. Andante Sostenuto",Alfred Brendel,8,E
classical.00065.wav,classical,"Piano Sonata No. 21 in B-Flat, D. 960: III. Scherzo. Allegro vivace con delicatezza",Alfred Brendel,1,A#
classical.00066.wav,classical,"Piano Sonata No. 21 in B-Flat, D.960: 4. Allegro Ma Non Troppo",Alfred Brendel,1,A#
classical.00067.wav,classical,"Fantasy in C Major ""Wanderer""",Alfred Brendel,3,C
classical.00068.wav,classical,"Symphony No. 26 in D Minor - ""Lamentatione"": I. Allegro assai con spirito",Nicholas Ward & Northern Chamber Orchestra,17,Dm
classical.00069.wav,classical,"Symphony No. 26 in D Minor - ""Lamentatione"": II. Adagio",Nicholas Ward & Northern Chamber Orchestra,17,Dm
classical.00070.wav,classical,"Symphony No. 26 in D Minor - ""Lamentatione"": III. Minuet & Trio",Nicholas Ward & Northern Chamber Orchestra,17,Dm
classical.00071.wav,classical,Symphony No. 35 in B-Flat Major: I. Allegro di molto,Nicholas Ward & Northern Chamber Orchestra,1,A#
classical.00072.wav,classical,Symphony No. 35 in B-Flat Major: II. Andante,Nicholas Ward & Northern Chamber Orchestra,6,D#
classical.00073.wav,classical,Symphony No. 35 in B-Flat Major: III. Minuet and Trio,Nicholas Ward & Northern Chamber Orchestra,1,A#
classical.00074.wav,classical,Symphony No. 35 in B-Flat Major: IV. Finale: Presto,Nicholas Ward & Northern Chamber Orchestra,1,A#
classical.00075.wav,classical,"Symphony No. 49 in F Minor, Hob. I:49 - ""La Pasione"": I. Adagio",Nicholas Ward & Northern Chamber Orchestra,20,Fm
classical.00076.wav,classical,"Symphony No. 49 in F Minor, Hob. I:49 - ""La Pasione"": II. Allegro di molto",Nicholas Ward & Northern Chamber Orchestra,20,Fm
classical.00077.wav,classical,"Piano Sonata No. 8 in C Minor, Op.13 'Pathetique': I. Grave - Allegro di molto e con brio",Daniel Barenboim,15,Cm
classical.00078.wav,classical,"Piano Sonata No. 8 in C Minor, Op.13 'Pathetique': II. Adagio cantabile",Daniel Barenboim,20,Fm
classical.00079.wav,classical,"Sonata No. 8 in A Minor, K. 310: III. Presto",Ludwig van Beethoven,12,Am
classical.00080.wav,classical,"Symphony No. 6 in B Minor, Op. 74 'Pathetique': I. Adagio - Allegro non troppo",Chicago Symphony Orchestra & Daniel Barenboim,14,Bm
classical.00081.wav,classical,"Symphony No. 6 in B Minor, Op. 74 'Pathetique': II. Allegro con grazia",Chicago Symphony Orchestra & Daniel Barenboim,14, Bm
classical.00082.wav,classical,Hill Song No. 2,Clark Rundell & Royal Northern College of Music Wind Orchestra,-1,unknown/modulation
classical.00083.wav,classical,Ye Banks and Braes O'Bonnie Doon,Clark Rundell & Royal Northern College of Music Wind Orchestra,-1,unknown/modulation
classical.00084.wav,classical,"Let's Dance Gay in Green Meadow, ""Faeroe Island Dance""",Clark Rundell & Royal Northern College of Music Wind Orchestra,-1,unknown/modulation
classical.00085.wav,classical,The Lads of Wamphray March,Clark Rundell & Royal Northern College of Music Wind Orchestra,-1,unknown/modulation
classical.00086.wav,classical,"Shepherd's Hey (Arr. Wright for Brass Band, Chorus and Organ)",Timothy Reynish & Royal Northern College of Music Wind Orchestra,-1,unknown/modulation
classical.00087.wav,classical,The Merry King,Clark Rundell & Royal Northern College of Music Wind Orchestra,-1,unknown/modulation
classical.00088.wav,classical,"Molly on the Shore, BFMS 1",Clark Rundell & Royal Northern College of Music Wind Orchestra,-1,unknown/modulation
classical.00089.wav,classical,"The Four Seasons, Op. 8, Concerto No. 1 in E Major, RV 269, ""Spring"": I. Allegro",Leonard Slatkin & Jose Louis Garcia,-1,unknown/modulation
classical.00090.wav,classical,"The Four Seasons: Violin Concerto No. 1 in E Major, ""Spring"": II. Largo","English Chamber Orchestra, Leonard Slatkin & Jose-Luis Garcia",-1,unknown/modulation
classical.00091.wav,classical,"The Four Seasons: Violin Concerto No. 1 in E Major, ""Spring"": III. Allegro","English Chamber Orchestra, Leonard Slatkin & JoseLuis Garcia",-1,unknown/modulation
classical.00092.wav,classical,"Piccolo Concerto, For Piccolo, Strings & Continuo In A Minor, Rv 44",Maurice Andre & Jean-Francois Paillard & Jean-Francois Pailla,-1,unknown/modulation
classical.00093.wav,classical,UNKNOWN TITLE,UNKNOWN ARTIST,-1,unknown/modulation
classical.00094.wav,classical,"The Four Seasons: Violin Concerto No. 2 in G Minor, ""Summer"": I. Allegro non molto","English Chamber Orchestra, Leonard Slatkin & JoseLuis Garcia",22,Gm
classical.00095.wav,classical,"The Four Seasons: Violin Concerto No. 2 in G Minor, ""Summer"": II. Adagio","English Chamber Orchestra, Leonard Slatkin & JoseLuis Garcia",22,Gm
classical.00096.wav,classical,"The Four Seasons - Violin Concerto in G Minor, RV 315 - ""Summer"": III. Presto","English Chamber Orchestra, JoseLuis Garcia & Leonard Slatkin",22,Gm
classical.00097.wav,classical,"Violin Concerto, For Violin, Strings & Continuo In A Minor, Op. 3/6, Rv",Maurice Andre & Jean-Francois Paillard & Jean-Francois Pailla,12, Am
classical.00098.wav,classical,"The Four Seasons: Violin Concerto No. 3 in F Major, ""Autumn"": III. Allegro","English Chamber Orchestra, Leonard Slatkin & JoseLuis Garcia",8,F
classical.00099.wav,classical,"The Four Seasons: Violin Concerto No. 3 in F Major, ""Autumn"": II. Adagio molto","English Chamber Orchestra, Leonard Slatkin & JoseLuis Garcia",17,Dm
country.00000.wav,country,Just to Hear You Say That You Love Me (with Tim McGraw),Faith Hill,9,F#
country.00001.wav,country,That's the Kind of Mood I'm In,Patty Loveless,2,B
country.00002.wav,country,I Wish I Had a Nickel,UNKNOWN ARTIST,0,A
country.00003.wav,country,If Tomorrow Never Comes (Live),Garth Brooks,10,G
country.00004.wav,country,Outbound Plane,Suzy Bogguss,7,E
country.00005.wav,country,You Win My Love,Shania Twain,10,G
country.00006.wav,country,Straight Tequila Night,John Anderson,1,A#
country.00007.wav,country,Best of Intentions,Travis Tritt,11,G#
country.00008.wav,country,Never Knew Lonely,Vince Gill,7,E
country.00009.wav,country,Meanwhile Back At the Ranch,The Clark Family Experience,10,G
country.00010.wav,country,I Can't Stop Loving You,Johnny Tillotson,3,C
country.00011.wav,country,"A Church, a Courtroom and Then Goodbye",Patsy Cline,10,G
country.00012.wav,country,Music City U.S.A.,Bobby Bare,3,C
country.00013.wav,country,Let Your Love Flow,Loretta Lynn,0,A
country.00014.wav,country,Silver Threads and Golden Needles,Nina Martinique,0,A
country.00015.wav,country,White Lightning,Waylon Jennings,11,G#
country.00016.wav,country,I Walk The Line (feat. The Tennessee Two),Johnny Cash,8,F
country.00017.wav,country,San Antonio Rose,Floyd Cramer,5,D
country.00018.wav,country,I'm Gonna Be a Country Girl Again,Billie Jo Spears,8,F
country.00019.wav,country,Shelter Of My Arms,Willie Nelson,3,C
country.00020.wav,country,Tell Laura I Love Her,Ray Peterson,1,A#
country.00021.wav,country,Raindrops Keep Fallin' On My Head,B.J. Thomas,8,F
country.00022.wav,country,Love Me With All Your Heart,Karl Denver,2,B
country.00023.wav,country,Today I Started Loving You Again,Kenny Rogers,8,F
country.00024.wav,country,Your Cheatin' Heart,Hank Williams,3,C
country.00025.wav,country,Love Hurts (with The Fallen Angels) (Live),Gram Parsons,10,G
country.00026.wav,country,Home Is Where You're Happy,Willie Nelson,10,G
country.00027.wav,country,Chicken on the Ground,Billy Joe Shaver & Emmylou Harris,0,A
country.00028.wav,country,Would You Take Another Chance On Me?,Jerry Lee Lewis,5,D
country.00029.wav,country,Ridin' My Thumb To Mexico,Johnny Rodriguez,4,C#
country.00030.wav,country,UNKNOWN TITLE,UNKNOWN ARTIST,5,D
country.00031.wav,country,Come on Joe,Jo-El Sonnier,8,F
country.00032.wav,country,O Come All Ye Faithful,Chip Mergott,7,E
country.00033.wav,country,Teach Me To Cheat,Kendalls,7,E
country.00034.wav,country,Sally Let Your Bangs Hang Down (LEONA WILLIAMS & MERLE HAGGARD),Leona Williams & Merle Haggard,5,D
country.00035.wav,country,Oh Baby Mine (I Get So Lonely),The Statler Brothers,8,F
country.00036.wav,country,Old Violin,Johnny Paycheck,4,C#
country.00037.wav,country,Don't Give Candy to a Stranger,Larry Boone,4,C#
country.00038.wav,country,Our Last Night,Los Lobos,3,C
country.00039.wav,country,Johnnie Can't Dance (Johnnie Peut Pas Dancer),Zydecajun & Wayne Toups,0,A
country.00040.wav,country,Dumas Walker,The Kentucky Headhunters,10,G
country.00041.wav,country,Goin' By The Book,Johnny Cash,12,Am
country.00042.wav,country,UNKNOWN TITLE,UNKNOWN ARTIST,0,A
country.00043.wav,country,Cadillac Style,Sammy Kershaw,5,D
country.00044.wav,country,It Ain't Fair,Wesley Dennis,7,E
country.00045.wav,country,Any Man Of Mine,Shania Twain,11,G#
country.00046.wav,country,I Found My Girl In the U.S.A.,Jimmie Skinner,5,D
country.00047.wav,country,I'm the Girl In the Usa,Connie Hall,3,C
country.00048.wav,country,Running Bear,Johnny Preston,1,A#
country.00049.wav,country,Out of Control,George Jones,10,G
country.00050.wav,country,Never Alone,Vince Gill,3,C
country.00051.wav,country,Never Knew Lonely,Vince Gill,7,E
country.00052.wav,country,When I Call Your Name,Vince Gill,8,F
country.00053.wav,country,Liza Jane,Vince Gill,0,A
country.00054.wav,country,Look at Us,Vince Gill,6,D#
country.00055.wav,country,Take Your Memory With You,Vince Gill,7,E
country.00056.wav,country,Pocket Full of Gold,Vince Gill,8,F
country.00057.wav,country,The Heart Won't Lie (feat. Vince Gill),Reba McEntire,4,C#
country.00058.wav,country,Don't Let Our Love Start Slippin' Away,Vince Gill,6,D#
country.00059.wav,country,I Still Believe In You,Vince Gill,6,D#
country.00060.wav,country,No Future in the Past,Vince Gill,8,F
country.00061.wav,country,Tryin' to Get Over You,Vince Gill,5,D
country.00062.wav,country,One More Last Chance,Vince Gill,5,D
country.00063.wav,country,I Can't Tell You Why,Vince Gill,14,Bm
country.00064.wav,country,I Will Always Love You,Dolly Parton,8,F
country.00065.wav,country,Blue Eyes Crying In The Rain,Willie Nelson,7,E
country.00066.wav,country,If You've Got The Money I've Got the Time,Willie Nelson,5,D
country.00067.wav,country,Georgia On My Mind,Willie Nelson,4,C#
country.00068.wav,country,Blue Skies,Willie Nelson,5,D
country.00069.wav,country,My Heroes Have Always Been Cowboys,Willie Nelson,5,D
